customer_id,transaction_id,product_name,category,quantity,price,date
C023,T00138,Phone Case,Accessories,1,35.92,2023-10-10
C023,T00138,Headphones,Accessories,2,165.9,2023-10-10
C023,T00139,Mouse,Accessories,2,52.82,2023-08-01
C023,T00139,Keyboard,Accessories,2,98.08,2023-08-01
C023,T00140,Webcam,Electronics,1,100.19,2023-10-28
C023,T00140,USB Hub,Accessories,2,43.98,2023-10-28
C023,T00141,Chair,Furniture,2,333.21,2023-10-10
C023,T00142,Keyboard,Accessories,3,70.64,2023-04-07
C023,T00143,Webcam,Electronics,3,142.21,2023-07-30
C023,T00143,USB Hub,Accessories,2,46.23,2023-07-30
C024,T00144,Headphones,Accessories,1,68.94,2023-11-30
C024,T00145,Laptop,Electronics,2,839.88,2023-10-30
C024,T00145,Mouse,Accessories,2,20.61,2023-10-30
C024,T00145,Laptop Bag,Accessories,1,58.7,2023-10-30
C024,T00146,Phone,Electronics,2,790.76,2023-12-02
C024,T00147,Desk,Furniture,3,170.08,2023-05-16
C024,T00147,Chair,Furniture,2,313.09,2023-05-16
C024,T00147,Lamp,Furniture,3,56.6,2023-05-16
C024,T00148,Laptop Bag,Accessories,2,91.07,2023-06-12
C024,T00149,Keyboard,Accessories,3,94.75,2023-01-19
C024,T00150,Lamp,Furniture,1,60.38,2023-05-28
C025,T00151,Phone,Electronics,2,483.18,2023-11-21
C025,T00152,Laptop,Electronics,2,1118.46,2023-06-03
C026,T00153,Laptop,Electronics,1,1012.47,2023-07-03
C026,T00153,Keyboard,Accessories,3,94.54,2023-07-03
C026,T00153,USB Hub,Accessories,1,34.35,2023-07-03
C026,T00154,Chair,Furniture,3,270.78,2023-02-10
C026,T00155,Mouse,Accessories,1,38.45,2023-09-12
C026,T00156,Laptop,Electronics,2,1160.48,2023-05-11
C026,T00156,Mouse,Accessories,3,41.86,2023-05-11
C026,T00156,Keyboard,Accessories,1,75.34,2023-05-11
C027,T00157,Desk,Furniture,3,212.52,2023-10-28
C027,T00157,Chair,Furniture,2,149.8,2023-10-28
C027,T00157,Lamp,Furniture,2,89.73,2023-10-28
C027,T00158,Laptop,Electronics,2,1029.92,2023-02-24
C027,T00158,Screen Clean,Accessories,3,9.43,2023-02-24
C027,T00159,Laptop,Electronics,3,1146.03,2023-12-04
C027,T00159,Mouse,Accessories,3,58.94,2023-12-04
C027,T00159,Keyboard,Accessories,3,99.61,2023-12-04
C027,T00160,Keyboard,Accessories,3,104.15,2023-05-27
C028,T00161,Phone,Electronics,3,777.79,2023-11-22
C028,T00161,Phone Case,Accessories,3,30.43,2023-11-22
C028,T00162,Laptop Bag,Accessories,3,75.24,2023-03-12
C028,T00163,Laptop,Electronics,3,945.94,2023-06-08
C029,T00164,Desk,Furniture,3,253.88,2023-02-16
C029,T00165,Mouse,Accessories,2,41.23,2023-04-13
C029,T00165,Keyboard,Accessories,2,106.44,2023-04-13
C029,T00166,Headphones,Accessories,2,161.98,2023-05-12
C030,T00167,Laptop,Electronics,1,1101.66,2023-02-28
C030,T00167,Mouse,Accessories,1,54.41,2023-02-28
C030,T00167,Laptop Bag,Accessories,3,77.21,2023-02-28
C030,T00168,Phone Case,Accessories,3,20.97,2023-07-23
C030,T00169,Mouse,Accessories,1,38.19,2023-07-22
C030,T00169,Keyboard,Accessories,3,99.92,2023-07-22
C030,T00170,Monitor,Electronics,1,402.45,2023-05-15
C030,T00170,Mouse,Accessories,2,21.0,2023-05-15
C030,T00170,Keyboard,Accessories,3,66.24,2023-05-15
C031,T00171,USB Hub,Accessories,2,75.02,2023-04-24
C031,T00172,Phone,Electronics,1,422.67,2023-06-04
C031,T00173,Webcam,Electronics,1,68.75,2023-01-20
C031,T00173,USB Hub,Accessories,3,32.46,2023-01-20
C031,T00174,Mouse,Accessories,2,43.49,2023-08-21
C031,T00174,Keyboard,Accessories,3,52.36,2023-08-21
C031,T00175,Screen Clean,Accessories,2,14.23,2023-08-01
C031,T00176,Monitor,Electronics,1,333.01,2023-05-24
C031,T00176,Mouse,Accessories,1,54.22,2023-05-24
C031,T00176,Keyboard,Accessories,1,118.47,2023-05-24
C032,T00177,USB Hub,Accessories,2,28.33,2023-10-06
C032,T00178,Laptop,Electronics,2,836.67,2023-05-22
C032,T00178,Mouse,Accessories,1,45.67,2023-05-22
C032,T00178,Laptop Bag,Accessories,3,97.98,2023-05-22
C032,T00179,Keyboard,Accessories,1,102.96,2023-01-26
C032,T00180,Mouse,Accessories,1,43.46,2023-04-16
C032,T00180,Keyboard,Accessories,1,66.28,2023-04-16
C033,T00181,Laptop,Electronics,1,1016.09,2023-11-02
C033,T00181,Keyboard,Accessories,1,48.79,2023-11-02
C033,T00181,USB Hub,Accessories,1,32.25,2023-11-02
C033,T00182,Keyboard,Accessories,3,65.9,2023-07-03
C033,T00183,Laptop,Electronics,3,968.38,2023-03-31
C033,T00183,Keyboard,Accessories,1,99.65,2023-03-31
C033,T00183,USB Hub,Accessories,2,49.66,2023-03-31
C034,T00184,Webcam,Electronics,3,79.94,2023-09-20
C034,T00184,USB Hub,Accessories,3,27.39,2023-09-20
C034,T00185,Webcam,Electronics,3,146.76,2023-12-04
C034,T00185,USB Hub,Accessories,1,79.92,2023-12-04
C034,T00186,Laptop,Electronics,2,1084.96,2023-07-25
C034,T00186,Mouse,Accessories,2,22.94,2023-07-25
C034,T00186,Laptop Bag,Accessories,1,52.55,2023-07-25
C034,T00187,Phone,Electronics,3,716.54,2023-03-17
C034,T00187,Phone Case,Accessories,3,31.36,2023-03-17
C035,T00188,Webcam,Electronics,3,114.49,2023-11-02
C035,T00188,USB Hub,Accessories,1,68.62,2023-11-02
C035,T00189,USB Hub,Accessories,3,64.65,2023-02-28
C035,T00190,Phone,Electronics,2,569.47,2023-04-21
C035,T00190,Phone Case,Accessories,2,21.96,2023-04-21
C035,T00190,Headphones,Accessories,3,64.26,2023-04-21
C035,T00191,Phone,Electronics,2,876.8,2023-08-07
C035,T00191,Phone Case,Accessories,3,37.69,2023-08-07
C035,T00192,Laptop,Electronics,1,972.75,2023-02-04
C035,T00192,Mouse,Accessories,3,49.55,2023-02-04
C035,T00192,Laptop Bag,Accessories,1,68.95,2023-02-04
C036,T00193,Laptop,Electronics,2,941.44,2023-10-15
C036,T00193,Mouse,Accessories,3,57.65,2023-10-15
C036,T00193,Laptop Bag,Accessories,2,90.77,2023-10-15
C036,T00194,Notebook,Stationery,2,10.27,2023-01-27
C036,T00195,Laptop,Electronics,3,992.88,2023-10-23
C036,T00195,Keyboard,Accessories,1,68.01,2023-10-23
C036,T00195,USB Hub,Accessories,3,45.22,2023-10-23
C036,T00196,Desk,Furniture,3,393.64,2023-05-23
C036,T00196,Chair,Furniture,3,253.39,2023-05-23
C036,T00196,Lamp,Furniture,3,68.97,2023-05-23
C036,T00197,Screen Clean,Accessories,3,9.01,2023-11-08
C036,T00198,Phone,Electronics,2,575.51,2023-04-03
C036,T00198,Phone Case,Accessories,1,36.1,2023-04-03
C037,T00199,Laptop,Electronics,3,1053.27,2023-12-03
C037,T00199,Keyboard,Accessories,1,47.34,2023-12-03
C037,T00199,USB Hub,Accessories,3,36.83,2023-12-03
C037,T00200,Laptop,Electronics,2,924.65,2023-08-03
C037,T00200,Keyboard,Accessories,2,102.15,2023-08-03
C037,T00200,USB Hub,Accessories,3,57.79,2023-08-03
C037,T00201,Laptop,Electronics,1,1069.59,2023-01-27
C037,T00201,Screen Clean,Accessories,2,11.65,2023-01-27
C037,T00202,Webcam,Electronics,2,84.59,2023-08-06
C037,T00202,USB Hub,Accessories,3,31.26,2023-08-06
C037,T00203,Laptop,Electronics,2,1010.77,2023-08-09
C037,T00203,Screen Clean,Accessories,2,5.68,2023-08-09
C037,T00204,Laptop,Electronics,1,881.77,2023-07-22
C038,T00205,Monitor,Electronics,2,236.0,2023-03-12
C038,T00206,Mouse,Accessories,1,35.21,2023-09-12
C038,T00207,Mouse,Accessories,3,52.25,2023-12-27
C038,T00207,Keyboard,Accessories,1,71.77,2023-12-27
C039,T00208,Webcam,Electronics,1,137.59,2023-01-22
C039,T00208,USB Hub,Accessories,3,48.61,2023-01-22
C039,T00209,Chair,Furniture,2,128.79,2023-07-27
C039,T00210,Mouse,Accessories,3,38.4,2023-01-11
C039,T00211,Phone,Electronics,2,822.24,2023-12-20
C039,T00212,Desk,Furniture,3,169.66,2023-05-05
C039,T00212,Chair,Furniture,2,286.45,2023-05-05
C039,T00212,Lamp,Furniture,1,53.31,2023-05-05
C039,T00213,Laptop,Electronics,3,1003.98,2023-03-28
C039,T00213,Mouse,Accessories,2,34.04,2023-03-28
C039,T00213,Laptop Bag,Accessories,3,87.05,2023-03-28
C039,T00214,Phone,Electronics,1,486.75,2023-05-01
C039,T00214,Phone Case,Accessories,1,32.81,2023-05-01
C040,T00215,Webcam,Electronics,2,127.9,2023-02-08
C040,T00215,USB Hub,Accessories,3,49.69,2023-02-08
C040,T00216,Notebook,Stationery,2,17.96,2023-10-17
C040,T00217,Webcam,Electronics,1,102.2,2023-11-18
C040,T00217,USB Hub,Accessories,3,41.66,2023-11-18
C040,T00218,Monitor,Electronics,3,222.26,2023-05-21
C040,T00218,Mouse,Accessories,2,38.08,2023-05-21
C040,T00218,Keyboard,Accessories,1,69.5,2023-05-21
C040,T00219,Laptop,Electronics,3,1037.63,2023-05-27
C040,T00219,Mouse,Accessories,2,38.51,2023-05-27
C040,T00219,Laptop Bag,Accessories,3,96.8,2023-05-27
C040,T00220,Laptop,Electronics,3,875.3,2023-01-22
C040,T00220,Screen Clean,Accessories,3,12.13,2023-01-22
C040,T00221,Headphones,Accessories,1,171.65,2023-03-19
C041,T00222,Phone,Electronics,3,723.06,2023-06-25
C041,T00223,Webcam,Electronics,2,107.17,2023-01-21
C041,T00223,USB Hub,Accessories,3,33.73,2023-01-21
C041,T00224,Chair,Furniture,2,293.62,2023-07-10
C041,T00225,Monitor,Electronics,1,298.91,2023-12-14
C041,T00225,Mouse,Accessories,3,47.14,2023-12-14
C041,T00225,Keyboard,Accessories,2,60.16,2023-12-14
C041,T00226,Notebook,Stationery,1,10.0,2023-12-03
C041,T00227,Laptop Bag,Accessories,2,51.72,2023-10-26
C041,T00228,Chair,Furniture,1,248.76,2023-12-02
C041,T00229,Desk,Furniture,3,347.92,2023-02-13
C041,T00229,Chair,Furniture,1,267.53,2023-02-13
C041,T00229,Lamp,Furniture,3,99.8,2023-02-13
C042,T00230,Chair,Furniture,3,190.46,2023-02-17
C042,T00231,Phone,Electronics,2,873.83,2023-07-05
C042,T00231,Phone Case,Accessories,2,15.76,2023-07-05
C042,T00231,Headphones,Accessories,1,73.24,2023-07-05
C042,T00232,Phone,Electronics,3,785.44,2023-06-01
C042,T00233,Monitor,Electronics,3,239.31,2023-09-27
C042,T00233,Mouse,Accessories,2,26.17,2023-09-27
C042,T00233,Keyboard,Accessories,1,106.51,2023-09-27
C042,T00234,Mouse,Accessories,3,37.51,2023-11-16
C042,T00235,Phone,Electronics,2,705.3,2023-07-30
C042,T00235,Phone Case,Accessories,3,33.51,2023-07-30
C042,T00235,Headphones,Accessories,1,130.1,2023-07-30
C043,T00236,Keyboard,Accessories,2,94.26,2023-08-29
C043,T00237,Headphones,Accessories,2,166.72,2023-10-20
C043,T00238,Laptop,Electronics,1,1120.5,2023-09-15
C043,T00238,Keyboard,Accessories,1,109.84,2023-09-15
C043,T00238,USB Hub,Accessories,1,60.26,2023-09-15
C043,T00239,Laptop,Electronics,3,1138.36,2023-07-10
C043,T00239,Mouse,Accessories,1,31.4,2023-07-10
C043,T00239,Laptop Bag,Accessories,1,49.1,2023-07-10
C044,T00240,Phone,Electronics,1,808.35,2023-03-17
C044,T00241,Chair,Furniture,1,199.11,2023-06-28
